incident code,customer company group,customer company,create date-time,resolution date-time,incident status,incident descriptio,support group,tower group,domain group,priority,resolution description,assigned organization,inc.category,last modified date,inc type,inc element,aging,localizacion cliente,departamento cliente
INC000001509470,IBERIA,IBERIA,31/03/2021 12:38,,Assigned,SIC023 | not receiving the file from location /incoming/comarch/Desencriptados,Soporte Explotación,Service Ops Tower,Service Ops Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,31/03/2021,PROCESS FAILURE,BATCH,1,SIN IDENTIFICAR,
INC000001509456,OTHERS,IAG GBS,31/03/2021 12:47,,In Progress,GESDOCOM: SIBERIAN AIRLINES INVOICES STUCK IN GESDO.COM AND DID NOT REACH SIS WEB,USCABAM,Application Tower,Cobol Domain,Baja,,Mantenimiento Financiero,INCIDENT,31/03/2021,ACCESS FAILURE,,1,IAG GBS,
INC000001509455,IBERIA,IBERIA,31/03/2021 12:09,,Assigned,[NDCSUPPORT]Error no controlado en OrderRetrieve (mapContactList),NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,,MANTENIMIENTO IB.COM,INCIDENT,31/03/2021,SOFTWARE FAILURE,APPLICATION ERROR,1,SIN IDENTIFICAR,
INC000001509452,IAG CARGO,IAG CARGO,31/03/2021 12:03,,Pending,XPS bookings transhipping LHR under the 6 hour min conx time being auto accepted on A6F,CARGO-OPTIMA ACN,Application Tower,CARGO,Baja,,Mantenimiento Cargo,INCIDENT,31/03/2021,SOFTWARE FAILURE,APPLICATION ERROR,1,SIN IDENTIFICAR (MADRID BARAJAS),
INC000001509447,IBERIA,IBERIA,31/03/2021 22:15,,Assigned,[PORTAL EMPLEADO]Solicitud Nueva tarjeta por deterioro.,JAVA Apps Support,Application Tower,RRHH,Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,31/03/2021,SOFTWARE FAILURE,APPLICATION ERROR,1,HANGAR 6,TMA MECANICA. PROD CAD1 H (AMIRD0FA)
INC000001509445,IAG CARGO,IBERIA,31/03/2021 21:18,,Assigned,"alert iagcargo2 in Component:threadpool,State:HEALTH_WARN,MBean:ThreadPoolRuntime,ReasonCode:[Thread",CARGO-PORTAL,Application Tower,CARGO,Media,,Mantenimiento Cargo,INCIDENT,31/03/2021,PROCESS FAILURE,,1,SIN IDENTIFICAR,
INC000001509443,IBERIA,IBERIA,31/03/2021 21:23,,Assigned,"Fallo Software: Al abrir Power Point los enlaces de youtube que están dentro del powerpoint , no se",MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,31/03/2021,SOFTWARE FAILURE,,1,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA CM RADIO (ABRW00)
INC000001509433,IBERIA,IBERIA,31/03/2021 18:28,,Pending,Fallo Software: Abrir Incidencia | TORMENTAS MULTICAST,IAG EUC Remote Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,31/03/2021,SOFTWARE FAILURE,,1,SIN IDENTIFICAR,
INC000001509428,IBERIA,IBERIA,31/03/2021 16:45,,Assigned,[GLE001]SAP CFS - RTR module: G001 WBS/Internal Order posting error,FINANCE-SUPPORT,Application Tower,FINANCE,Baja,,Mantenimiento Financiero,INCIDENT,31/03/2021,SOFTWARE FAILURE,,1,SIN IDENTIFICAR,
INC000001509425,IBERIA,IBERIA,31/03/2021 16:27,,In Progress,SCOM - Windows on ibrec999pweb02-990d0e9a-5f23-431e-9378-90f22c21e7f6_IBREC999PWEB02.iberia.ib,WINDOWS ES,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,31/03/2021,PERFORMANCE ISSUE,,1,SIN IDENTIFICAR,
INC000001509424,IBERIA,IBERIA,31/03/2021 16:25,,In Progress,SCOM - Windows on ibexp060padc01-3a38ad4b-5304-44f4-ba3d-e0aa79c2a9a6_The number of command line arg,WINDOWS ES,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,31/03/2021,PERFORMANCE ISSUE,,1,SIN IDENTIFICAR,
INC000001509422,IBERIA,IBERIA,31/03/2021 16:43,,Pending,Fallo Software:PROBLEMA CONEXIÓN ONEDRIVE,IAG EUC Remote Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,31/03/2021,SOFTWARE FAILURE,,1,SIN IDENTIFICAR (BARCELONA),ESP. DE SOPORTE MATERIALE (AMICI0BC)
INC000001509417,IBERIA,IBERIA,31/03/2021 15:26,,Pending,Fallo Software:,IAG SITA Support,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,31/03/2021,SOFTWARE FAILURE,,1,SIN IDENTIFICAR (MADRID BARAJAS),IMP. SERV. PREMIUM HUB MA (BCLTP0BJ)
INC000001509416,IBERIA,IBERIA,31/03/2021 15:18,,Pending,Fallo Software:,IAG SITA Support,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,31/03/2021,SOFTWARE FAILURE,,1,SIN IDENTIFICAR (MADRID BARAJAS),IMP. SERV. PREMIUM HUB MA (BCLTP0BJ)
INC000001509413,IBERIA,IBERIA,31/03/2021 15:05,,Assigned,Control-M Server: Shout by orderno: 0005j15g D29OCTRL,USCIBMAM,Application Tower,Cobol Domain,Baja,,Mantenimiento COBOL,INCIDENT,31/03/2021,PROCESS FAILURE,,1,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001509412,IBERIA,IBERIA,31/03/2021 15:01,,In Progress,SCOM - Windows on ibdat002pwin03-13b807a1-b73e-4ac1-be1f-73908efb230c_TSFast Service is not running,WINDOWS ES,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,31/03/2021,PERFORMANCE ISSUE,,1,SIN IDENTIFICAR,
INC000001509408,IBERIA,IBERIA,31/03/2021 15:15,,Pending,Fallo Software:,IAG SITA Support,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,31/03/2021,SOFTWARE FAILURE,,1,SIN IDENTIFICAR (MADRID BARAJAS),IMP. SERV. PREMIUM HUB MA (BCLTP0BJ)
INC000001509406,IBERIA,IBERIA,31/03/2021 14:53,,Pending,Fallo Software:,IAG SITA Support,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,31/03/2021,SOFTWARE FAILURE,,1,SIN IDENTIFICAR (MADRID BARAJAS),IMP. SERV. PREMIUM HUB MA (BCLTP0BJ)
INC000001509403,IBERIA,IBERIA,31/03/2021 14:44,,Pending,Fallo Software:,IAG SITA Support,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,31/03/2021,DEFAULT,DEFAULT,1,SIN IDENTIFICAR (MADRID BARAJAS),IMP. SERV. PREMIUM HUB MA (BCLTP0BJ)
INC000001509401,IBERIA,IBERIA,31/03/2021 14:41,,Pending,Fallo Software:,IAG SITA Support,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,31/03/2021,DEFAULT,DEFAULT,1,SIN IDENTIFICAR (MADRID BARAJAS),IMP. SERV. PREMIUM HUB MA (BCLTP0BJ)
INC000001509395,IBERIA,IBERIA,31/03/2021 14:23,,Assigned,LINUX_sun - 1070_Prd_ibcomURL::Dynatrace::PassengersImplResource::FAILURE_RATE_INCREASED,AM_MTO_IBIS,Application Tower,Ib.com,Media,,MANTENIMIENTO IB.COM,INCIDENT,31/03/2021,PERFORMANCE ISSUE,,1,SIN IDENTIFICAR,
INC000001509392,IBERIA,IBERIA,31/03/2021 14:17,,In Progress,Control-M Server: Shout by orderno: 0005itkf I01OIBH,USCIBMAM,Application Tower,Cobol Domain,Baja,,Mantenimiento COBOL,INCIDENT,31/03/2021,PROCESS FAILURE,,1,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001509388,IBERIA,IBERIA,31/03/2021 13:56,,In Progress,Tabla DMC_DET_SALES con información incorrecta,Aplicaciones BI,Application Tower,BI,Media,,Mantenimiento BI,INCIDENT,31/03/2021,SOFTWARE FAILURE,,1,NEO-MARTINEZ VILLERGAS 49,BI & DATA GOVERNANCE (1T0021)
INC000001509385,IBERIA,IBERIA,31/03/2021 13:44,,Assigned,[COM] IBPURC | Error SSE_ORM_900555: “La orden no se puede emitir o ya ha sido emitida”,AM_MTO_IBIS,Application Tower,Ib.com,Media,,MANTENIMIENTO IB.COM,INCIDENT,31/03/2021,SOFTWARE FAILURE,APPLICATION ERROR,1,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001509384,IBERIA,IBERIA,31/03/2021 13:19,,Pending,[PORTAL EMPLEADO],JAVA Apps Support,Application Tower,RRHH,Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,31/03/2021,SOFTWARE FAILURE,APPLICATION ERROR,1,TFS AEROPUERTO,RAMPA TENERIFE SUR (AHALUMRA)
INC000001509376,IBERIA,IBERIA,31/03/2021 12:21,,Pending,INC000001500432 QSP,IAG EUC Remote Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,31/03/2021,HARDWARE FAILURE,,1,NEO-MARTINEZ VILLERGAS 49,INCIDENCIAS Y SEGUIMIENTO (APSI00)
INC000001509373,IBERIA,IBERIA,31/03/2021 12:29,,Pending,Fallo Software: Teams no funciona,IAG EUC Remote Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,31/03/2021,SOFTWARE FAILURE,,1,SIN IDENTIFICAR,
INC000001509369,OTHERS,IAG GBS,31/03/2021 11:44,,Assigned,[GLE001]SAP CFS - OTC module:,FINANCE-SUPPORT-ELS,Delivery,Delivery,Baja,,Mantenimiento Financiero,INCIDENT,31/03/2021,SOFTWARE FAILURE,,1,IAG GBS,
INC000001509366,IBERIA,IBERIA,31/03/2021 11:18,,Pending,LINUX_sun - beml: URL error no se ha podido conectar con (http://obian.ib/analytics) despues de 5 re,Aplicaciones BI,Application Tower,BI,Media,,Mantenimiento BI,INCIDENT,31/03/2021,PERFORMANCE ISSUE,,1,SIN IDENTIFICAR,
INC000001509351,IBERIA,IBERIA,31/03/2021 10:34,,Assigned,Usuario bloqueado en IBPay,AM_MTO_IBIS,Application Tower,Ib.com,Media,,MANTENIMIENTO IB.COM,INCIDENT,31/03/2021,ACCESS FAILURE,,1,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),CUSTOMER CENTER B2C (ALCO00)
INC000001509348,IBERIA,IBERIA,31/03/2021 11:47,,Pending,[IMM003] incidencia de entrega de material no arrastra el serial CL07463,USV_DGMI,Application Tower,Mantenimiento Dir. Técnica – MRO,Media,,Mantenimiento Dir. Técnica,INCIDENT,31/03/2021,SOFTWARE FAILURE,,1,TALLER MOTORES,GESTIÓN DE SUBCONTRATOS (AMITJ0B0)
INC000001509343,IBERIA,IBERIA,31/03/2021 12:08,,Pending,[IMM003]RV: ***SOLICITUD DE SOPORTE para RO 450282564 (TRT)***,USV_DGMI,Application Tower,Mantenimiento Dir. Técnica – MRO,Media,,Mantenimiento Dir. Técnica,INCIDENT,31/03/2021,SOFTWARE FAILURE,,1,TALLER MOTORES,GESTIÓN DE SUBCONTRATOS (AMITJ0B0)
INC000001509342,IBERIA,IBERIA,31/03/2021 11:36,,Pending,Fallo Software: NO LLEGAN ALGUNOS CORREOS,IAG EUC Remote Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,31/03/2021,SOFTWARE FAILURE,,1,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA CM RADIO (ABRW00)
