incident code,customer company group,customer company,create date-time,resolution date-time,incident status,incident description,support group,tower group,domain group,priority,urgency,resolution description,assigned organization,inc.category,last modified date,inc type,inc element,aging,localizacion cliente,departamento cliente
INC000001484494,IBERIA,IBERIA,01/02/2021 05:39,01/02/2021 05:39,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA CM RADIO (ABRW00)
INC000001484495,IBERIA,IBERIA,01/02/2021 05:42,01/02/2021 05:42,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001484496,IBERIA,IBERIA,01/02/2021 05:43,01/02/2021 05:43,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA CM RADIO (ABRW00)
INC000001484497,IBERIA,IBERIA,01/02/2021 05:44,01/02/2021 05:44,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (BARCELONA),RAMPA BARCELONA (AHABU0RA)
INC000001484501,IBERIA,IBERIA,01/02/2021 06:26,01/02/2021 06:40,Closed,Solicita desbloqueo de usuario SAP.,SSCCLMZ,Service Ops Tower,Service Ops Tower,Baja,4-Baja,"[L2] Reseteamos contraseña, verificamos acceso",Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,EDIF.101 - HANGAR 3,MNG. MANTENIMIENTO LINEA (AMNLL0)
INC000001484504,IBERIA,IBERIA,01/02/2021 07:38,01/02/2021 07:38,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA CM RADIO (ABRW00)
INC000001484506,IBERIA,IBERIA,01/02/2021 06:56,01/02/2021 12:41,Closed,N - Fallo Software: no permite cambiar de usuario,IAG EUC Remote Support,EUC,EUC,Baja,4-Baja,User confirmed it is working fine. Hence with user confirmation we are closing the ticket.,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,05/02/2021,SOFTWARE FAILURE,,0,TALLER MOTORES,MNG OPERACIONES ALMACÉN (AMRF01)
INC000001484507,IBERIA,IBERIA,01/02/2021 07:14,01/02/2021 07:14,Closed,Información petición,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.,Unidad Control del Servicio,INCIDENT,05/02/2021,PERFORMANCE ISSUE,,0,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),INSPECCIÓN RECEPCIÓN DE M (AMIC00CC)
INC000001484510,IBERIA,IBERIA,01/02/2021 07:22,01/02/2021 07:54,Closed,Solicita desbloqueo de usuario SAP.,SSCCLMZ,Service Ops Tower,Service Ops Tower,Baja,4-Baja,[L2] Se facilita password al usuario y confirma que accede,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),INSPECCIÓN RECEPCIÓN DE M (AMIC00CC)
INC000001484511,IBERIA,IBERIA,01/02/2021 07:23,01/02/2021 07:23,Closed,Solicita desbloqueo usuario LDAP.,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se comprueba acceso tras desbloqueo.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD UNLOCK,0,EDIF.101 - HANGAR 3,MGR. MANTO. INTERIORES Y (AMNLL2)
INC000001484512,IBERIA,IBERIA,01/02/2021 08:08,02/02/2021 11:32,Closed,Contraseña Sing In bloqueada,CSUSAS,Server Tower,Server Tower,Baja,4-Baja,se resetea contraseña y se envia correo,Unidad de Operaciones Ordenadores,INCIDENT,06/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,1,TALLER MOTORES,LRUs DE MOTOR (AMICM0CD)
INC000001484513,IBERIA,IBERIA,01/02/2021 08:18,01/02/2021 08:18,Closed,Solicita desbloqueo usuario LDAP.,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se comprueba acceso tras desbloqueo.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD UNLOCK,0,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),MANAGER CLIENTES ALTO VAL (ALCO00)
INC000001484514,IBERIA,IBERIA,01/02/2021 08:11,02/02/2021 08:11,Closed,"INUX_ibm - El job: F50O100 con OrderID: 5eh13 del DataCenter: CTM_SERVER en la maquina: zlc, Aplicac",USCIBMAM,Application Tower,Cobol Domain,Baja,4-Baja,Issue: Fallo F50O100 Impact. Bajo Root Causes: Fallo por no existir fichero de entrada. Steps taken: Se genera tarde por ser hito. Se relanza cuando se genera.,Mantenimiento COBOL,INCIDENT,06/02/2021,PROCESS FAILURE,,1,SIN IDENTIFICAR,
INC000001484515,IBERIA,IBERIA,01/02/2021 08:13,01/02/2021 08:13,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,"Se le reinicia al usuario la contraseña siguiendo el proceso de seguridad, mediante retrollamada.",Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,BCN AEROPUERTO,TMA MECANICA (AMNLB0AC)
INC000001484516,IBERIA,IBERIA,01/02/2021 08:22,01/02/2021 13:33,Closed,LINUX_ibm - SIC010:ERROR_EN_CARGA_JB 1/02/21 8:00 added by msend Avisar ON-CALL del equipo de ca,Aplicaciones BI,Application Tower,BI,Media,3-Medio,Pendiente de envió por parte del proveedor externo,Mantenimiento BI,INCIDENT,05/02/2021,DATA ISSUE,DATA LOST,0,SIN IDENTIFICAR,
INC000001484517,IBERIA,IBERIA,01/02/2021 08:13,04/02/2021 08:59,Closed,"Mail message from CONTROL-M: Ha fallado el job I32OCXB en zlc, avisar en horario laboral a USCIBMAM",USCIBMAM,Application Tower,Cobol Domain,Baja,4-Baja,"Issue: Fallo I32OCXB Impact: Bajo Root Cause: Ciclo fichero incorrecto Steps Taken: Se comprueba la información, se renombra el fichero y se relanza el job terminando ok",Mantenimiento COBOL,INCIDENT,08/02/2021,SOFTWARE FAILURE,,3,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001484518,IBERIA,IBERIA,01/02/2021 08:50,01/02/2021 08:50,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,DESCONOCIDO,MANAGER PROCESOS FINANCIE (3KEFPF)
INC000001484520,IBERIA,IBERIA,01/02/2021 08:43,01/02/2021 08:43,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001484521,IBERIA,IBERIA,01/02/2021 09:03,01/02/2021 09:03,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001484522,IBERIA,IBERIA,01/02/2021 08:51,01/02/2021 08:51,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),MANAGER CLIENTES ALTO VAL (ALCO00)
INC000001484526,IBERIA,IBERIA,01/02/2021 09:01,01/02/2021 09:01,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),DPTO. ACTIVOS (AMAV00B0)
INC000001484527,IBERIA,IBERIA,01/02/2021 09:02,01/02/2021 09:02,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,"Se le reinicia al usuario la contraseña siguiendo el proceso de seguridad, mediante retrollamada.",Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,NEO-MARTINEZ VILLERGAS 49,TESORERIA (3KEFTE)
INC000001484528,IBERIA,IBERIA,01/02/2021 09:26,01/02/2021 12:29,Closed,[SAV004] Fallo AGS,Flight OPS IB,Application Tower,FLIGHT OPERATIONS,Media,3-Medio,"Impacto: El usuario ha perdido la conexion con AGS, tampoco ha podido conectar con otros PCs desde el Hangar. Solucion:Se han revisado los procesos de los servidores y no hay nada caido, esta todo levantado. Se ha solicitado reiniciar el PC y comprobar la conectividad con el AGS desde su pc (tenia conectividad). Tras volver a intentarlo se confirma que ya le funciona correctamente. Pruebas OK",Mantenimiento Operaciones,INCIDENT,05/02/2021,SOFTWARE FAILURE,,0,SIN IDENTIFICAR (ANT.ZONA INDUSTRIAL),GEREN.SAFETY MAN. SYSTEM (AP1000AZ)
INC000001484529,IBERIA,IBERIA,01/02/2021 09:06,01/02/2021 12:31,Closed,Y - Fallo Software:,IAG EUC Remote Support,EUC,EUC,Baja,4-Baja,Took remote and installed the tsclient . It is working fine. Hence with user confirmatiion we are closing the ticket.,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,05/02/2021,SOFTWARE FAILURE,,0,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),MANAGER CLIENTES ALTO VAL (ALCO00)
INC000001484530,IBERIA,IBERIA,01/02/2021 09:17,01/02/2021 09:17,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001484531,IBERIA,IBERIA,01/02/2021 09:05,02/02/2021 08:15,Closed,"LINUX_ibm - El job: D18OXTKT con OrderID: 5eh95 del DataCenter: CTM_SERVER en la maquina: zlc, Aplic",USCIBMAM,Application Tower,Cobol Domain,Media,3-Medio,Issue: Fallo D18OXTKT Impact: Medio Root Causes: Falta fichero externo ED10. Steps taken: Se reclama a NIIT_MTO_GESING y cuando se genera se relanza el proceso.,Mantenimiento COBOL,INCIDENT,06/02/2021,PROCESS FAILURE,,1,SIN IDENTIFICAR,
INC000001484532,IBERIA,IBERIA,01/02/2021 09:19,01/02/2021 09:19,Closed,Información petición.,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente mediante correo electrónico.,Unidad Control del Servicio,INCIDENT,05/02/2021,PERFORMANCE ISSUE,,0,DESCONOCIDO,MANAGER PROCESOS FINANCIE (3KEFPF)
INC000001484533,IBERIA,IBERIA,01/02/2021 09:31,01/02/2021 09:31,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001484534,IBERIA,IBERIA,01/02/2021 09:09,01/02/2021 09:09,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001484535,IBERIA,IBERIA,01/02/2021 09:09,01/02/2021 09:09,Closed,Solicita desbloqueo usuario LDAP.,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se comprueba acceso tras desbloqueo.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD UNLOCK,0,SIN IDENTIFICAR (BARCELONA),ESP. DE SOPORTE MATERIALE (AMICI0BC)
INC000001484536,IBERIA,IBERIA,01/02/2021 09:56,01/02/2021 10:06,Closed,Solicita desbloqueo de usuario SAP.,SSCCLMZ,Service Ops Tower,Service Ops Tower,Baja,4-Baja,[L2] Se facilita password a la usuaria,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (Madrid),OF.TEC. IMG. PROD. HANGAR (AMIRE0BA)
INC000001484538,IBERIA,IBERIA,01/02/2021 09:34,01/02/2021 09:34,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001484540,IBERIA,IBERIA,01/02/2021 09:26,08/02/2021 09:43,Closed,[NDCSUPPORT]Errores en servicios durante los días 30 y 31 enero,IBIS_NDC_GAR,Delivery,Delivery,Media,3-Medio,[NDCSUPPORT] Nos informan desde IBIS que los errores fueron por picos puntuales de fallo de red y que no se han vuelto a producir.,MANTENIMIENTO IB.COM,INCIDENT,12/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,7,SIN IDENTIFICAR,
INC000001484542,IBERIA,IBERIA,01/02/2021 09:50,01/02/2021 14:47,Closed,Y - Fallo Software: Aplicación escritorio Teams no funciona,IAG EUC Remote Support,EUC,EUC,Baja,4-Baja,"Took remote and removed all saved password and launch teams, it is working fine. Hence with user confirmation , we are closing the ticket.",Unidad de Instalaciones y Telecomunicaciones,INCIDENT,05/02/2021,SOFTWARE FAILURE,,0,EN EL AVIÓN - A340,FLOTA A340 Pilotos (AVVIL0A1)
INC000001484546,IBERIA,IBERIA,01/02/2021 09:47,01/02/2021 11:45,Closed,[SEG010] No deja cambiar la contraseña de ibproxima,OAM/OIM/OVD/OIF/OSB Support,Application Tower,Mantenimiento Herramientas IT & DBAs,Baja,4-Baja,Closing the incident as issue is resolved.,Mantenimiento Herramientas IT & DBAs,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD,0,TALLER MOTORES,MANAGER. INGENIERIA (MOTO (AMITX0)
INC000001484547,IBERIA,IBERIA,01/02/2021 10:04,01/02/2021 10:04,Closed,Información petición.,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente mediante correo electrónico.,Unidad Control del Servicio,INCIDENT,05/02/2021,PERFORMANCE ISSUE,,0,SIN IDENTIFICAR (VUELO),FLOTA A320 (AVVIC0A0)
INC000001484548,IBERIA,IBERIA,01/02/2021 09:47,01/02/2021 09:47,Closed,Información petición,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.,Unidad Control del Servicio,INCIDENT,05/02/2021,PERFORMANCE ISSUE,,0,NEO-MARTINEZ VILLERGAS 49,MANAGER INTERLÍNEA (ACRI03)
INC000001484549,IBERIA,IBERIA,01/02/2021 10:30,01/02/2021 11:29,Closed,Y - Error at NAS: no puedo entrar en las carpetas del servidor,IAG EUC Remote Support,EUC,EUC,Baja,4-Baja,Took remote and mapped the NAs. It is working fine. Hence with user confirmation we are closing the ticket.,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,05/02/2021,ACCESS FAILURE,,0,EDIF.103 - HANGAR 1,PRODUCCIÓN ESTRUCTURAS AZ (AMIRT0OB)
INC000001484550,IBERIA,IBERIA,01/02/2021 10:11,01/02/2021 10:11,Closed,Información petición,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.,Unidad Control del Servicio,INCIDENT,05/02/2021,PERFORMANCE ISSUE,,0,SIN IDENTIFICAR,
INC000001484554,IBERIA,IBERIA,01/02/2021 04:29,01/02/2021 13:20,Closed,"We observed increase in failures in All PPM : Payment Response , Could you please check? http://ibi",AM_MTO_IBIS,Application Tower,Ib.com,Media,3-Medio,,MANTENIMIENTO IB.COM,INCIDENT,05/02/2021,PERFORMANCE ISSUE,,0,SIN IDENTIFICAR,
INC000001484557,IBERIA,IBERIA,01/02/2021 05:41,01/02/2021 05:41,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,EDIF.112 - TALLERES GENERALES/,U. GESTIÓN INGRESOS (AGCE00)
INC000001484558,IBERIA,IBERIA,01/02/2021 05:44,01/02/2021 09:30,Closed,LINUX_ibm - dstagel.ib : CPU used by users is 92.01%. Call Out to SOPORTE LINUX-SISTEMA OPERATIVO On,Soporte Linux - Sistema Operativo,Server Tower,Server Tower,Media,3-Medio,"dstagel:/root # top top - 09:29:45 up 98 days, 8:00, 2 users, load average: 0.03, 0.06, 0.14 Tasks: 278 total, 1 running, 277 sleeping, 0 stopped, 0 zombie Cpu(s): 0.3%us, 0.5%sy, 0.1%ni, 95.9%id, 3.1%wa, 0.1%hi, 0.0%si, 0.0%st Mem: 12174796k total, 11977996k used, 196800k free, 216580k buffers Swap: 9437176k total, 28540k used, 9408636k free, 8590696k cached",Unidad de Operaciones Ordenadores,INCIDENT,05/02/2021,PERFORMANCE ISSUE,,0,SIN IDENTIFICAR,
INC000001484559,IBERIA,IBERIA,01/02/2021 06:30,01/02/2021 09:58,Closed,"Hi Team, Could you please restart webmonitro services?",TSSUNUNISYS-BBDD,Server Tower,Server Tower,Media,3-Medio,We have restarted the monitoring script after that it is working fine.,Unidad de Operaciones Ordenadores,INCIDENT,05/02/2021,PERFORMANCE ISSUE,,0,SIN IDENTIFICAR,
INC000001484561,IBERIA,IBERIA,01/02/2021 07:59,01/02/2021 07:59,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001484562,IBERIA,IBERIA,01/02/2021 08:01,02/02/2021 17:53,Closed,Fallo Peoplesoft: Related to INC000001469565,PeopleSoft Apps Support,Application Tower,RRHH,Baja,4-Baja,Corrected for the user mentioned in the ticket and now FJC is removed for this user.,Mantenimiento Corporativa y RRHH,INCIDENT,06/02/2021,DATA ISSUE,,1,NEO-MARTINEZ VILLERGAS 49,NÓMINA (3YRN00)
INC000001484563,IBERIA,IBERIA,01/02/2021 08:02,01/02/2021 10:53,Closed,Fallo Peoplesoft: EMPLEADOS PARA RECALCULAR NOMINA FEBRERO PRIORIDAD 3,PeopleSoft Apps Support,Application Tower,RRHH,Baja,4-Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,05/02/2021,DATA ISSUE,,0,NEO-MARTINEZ VILLERGAS 49,NÓMINA (3YRN00)
INC000001484564,IBERIA,IBERIA,01/02/2021 07:46,01/02/2021 10:02,Closed,LINUX_sun - apliwebl2.ib : Perdida de conexion con servidor de WebLogic SisMei2^SisMei2. CallOut to,TSSUNUNISYS-BBDD,Server Tower,Server Tower,Media,3-Medio,We have restarted the server after the restart the server is up and running fine.,Unidad de Operaciones Ordenadores,INCIDENT,05/02/2021,PERFORMANCE ISSUE,,0,SIN IDENTIFICAR,
INC000001484565,IBERIA,IBERIA,01/02/2021 08:02,01/02/2021 09:01,Closed,Problemas de conectividad: CONEXIÓN OPS CONTROL,Conectividad de red,Network Tower,Network Tower,Media,3-Medio,"[BT] Hablamos con el usuario despues de hacer pruebas de red sin fallos y con tiempos buenos, y pedimos que haga la prueba de acceder a yoputube y cargar un video en el cual no se detecta lentitud se deberia revisar las aplicaciones que estan usando AMOS sharepoint y TEAMS",Unidad de Instalaciones y Telecomunicaciones,INCIDENT,05/02/2021,COMMUNICATIONS FAILURE,,0,BCN AEROPUERTO,OPS CONTROL (AMNLB0PC)
INC000001484566,IBERIA,IBERIA,01/02/2021 08:09,04/02/2021 09:03,Closed,Control-M Server: Shout by orderno: 0005dzqs A60IGCA1 CONTROL-M/Server <Control-M@iberia.es> Mon 01-,USCIBMAM,Application Tower,Cobol Domain,Media,3-Medio,"Issue: Falla el proceso por un error de odate, ya que no existe el fichero de entrada para el odate generado pero sí para el del día en curso, que es el correcto. Impact: Sin impacto final. Root Cause: Hay algún problema en control-m con la generación del odate correcto por planificación. Steps Taken: Una vez comprobada la existencia del fichero con el odate correcto, se pide a planificación cargarlo y lanzarlo con el odate correcto y se borra el fallado con el odate erróneo.",Mantenimiento COBOL,INCIDENT,08/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,3,SIN IDENTIFICAR,
INC000001484567,IBERIA,IBERIA,01/02/2021 07:59,01/02/2021 07:59,Closed,Solicita desbloqueo usuario LDAP.,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se comprueba acceso tras desbloqueo.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD UNLOCK,0,SIN IDENTIFICAR,
INC000001484568,IBERIA,IBERIA,01/02/2021 08:12,01/02/2021 08:12,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
